title,url,sources,notes,appears_in,appears_in_url
"Average CO2 emissions intensity of hourly electricity supply in India, 2018 and 2040 by scenario and average electricity demand in 2018",https://www.iea.org/data-and-statistics/charts/average-co2-emissions-intensity-of-hourly-electricity-supply-in-india-2018-and-2040-by-scenario-and-average-electricity-demand-in-2018,,g CO2/kWh = grammes of CO2 per kilowatt-hour of electricity generated,Empowering electricity consumers to lower their carbon footprint,https://www.iea.org/commentaries/empowering-electricity-consumers-to-lower-their-carbon-footprint
"Average CO2 emissions intensity of hourly electricity supply in the European Union, 2018 and 2040 by scenario and average electricity demand in 2018",https://www.iea.org/data-and-statistics/charts/average-co2-emissions-intensity-of-hourly-electricity-supply-in-the-european-union-2018-and-2040-by-scenario-and-average-electricity-demand-in-2018,,g CO2/kWh = grammes of CO2 per kilowatt-hour of electricity generated,Empowering electricity consumers to lower their carbon footprint,https://www.iea.org/commentaries/empowering-electricity-consumers-to-lower-their-carbon-footprint
"CO2 emissions from electric vehicle charging in selected regions in the Sustainable Development Scenario, 2040",https://www.iea.org/data-and-statistics/charts/co2-emissions-from-electric-vehicle-charging-in-selected-regions-in-the-sustainable-development-scenario-2040,,,Empowering electricity consumers to lower their carbon footprint,https://www.iea.org/commentaries/empowering-electricity-consumers-to-lower-their-carbon-footprint
"Electricity final energy consumption in the Democratic Republic of the Congo by scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-final-energy-consumption-in-the-democratic-republic-of-the-congo-by-scenario-2018-2040,,,Democratic Republic of the Congo Energy Outlook,https://www.iea.org/articles/democratic-republic-of-the-congo-energy-outlook
"Tanzania electricity generation by technology in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-electricity-generation-by-technology-in-the-stated-policies-scenario-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania electricity generation by technology in the Africa Case, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-electricity-generation-by-technology-in-the-africa-case-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Fossil fuel final energy consumption in Tanzania by scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/fossil-fuel-final-energy-consumption-in-tanzania-by-scenario-2018-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania use of fuels and technologies for cooking by scenario, 2018-2030",https://www.iea.org/data-and-statistics/charts/tanzania-use-of-fuels-and-technologies-for-cooking-by-scenario-2018-2030,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania gas demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-gas-demand-and-production-by-scenario-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania cumulative investment needs, 2019-2040",https://www.iea.org/data-and-statistics/charts/tanzania-cumulative-investment-needs-2019-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania oil demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-oil-demand-and-production-by-scenario-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania coal demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-coal-demand-and-production-by-scenario-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Electricity final energy consumption in Tanzania by scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-final-energy-consumption-in-tanzania-by-scenario-2018-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Democratic Republic of the Congo primary energy demand and GDP in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/democratic-republic-of-the-congo-primary-energy-demand-and-gdp-in-the-stated-policies-scenario-2010-2040,,,Democratic Republic of the Congo Energy Outlook,https://www.iea.org/articles/democratic-republic-of-the-congo-energy-outlook
"Tanzania primary energy demand and GDP in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-primary-energy-demand-and-gdp-in-the-stated-policies-scenario-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Tanzania primary energy demand and GDP in the Africa Case, 2010-2040",https://www.iea.org/data-and-statistics/charts/tanzania-primary-energy-demand-and-gdp-in-the-africa-case-2010-2040,,,Tanzania Energy Outlook,https://www.iea.org/articles/tanzania-energy-outlook
"Projected electricity demand in Ireland, by sector, 2018-2028",https://www.iea.org/data-and-statistics/charts/projected-electricity-demand-in-ireland-by-sector-2018-2028,"Eirgrid (2019), All-Island Generation Capacity Statement 2019-2028, http://www.eirgridgroup.com/site-files/library/EirGrid/EirGrid-Group-All-Island-Generation-Capacity-Statement-2019-2028.pdf.",Data centre energy projections are represented by median values.,Data centres and energy – from global headlines to local headaches?,https://www.iea.org/commentaries/data-centres-and-energy-from-global-headlines-to-local-headaches
"Global coal demand by forecast, 2000-2024",https://www.iea.org/data-and-statistics/charts/global-coal-demand-by-forecast-2000-2024,,,Coal 2019,https://www.iea.org/reports/coal-2019
"Coal consumption by sector in China, 2008-2024",https://www.iea.org/data-and-statistics/charts/coal-consumption-by-sector-in-china-2008-2024,,Figures for 2018 are estimates.,Coal 2019,https://www.iea.org/reports/coal-2019
"Thermal coal exports from selected countries, 2012-2024",https://www.iea.org/data-and-statistics/charts/thermal-coal-exports-from-selected-countries-2012-2024,,A previous version of this figure featured incorrect data for South Africa and Russia. It has been updated in order to correctly match Coal 2019 forecasts.,Coal 2019,https://www.iea.org/reports/coal-2019
"Coking coal exports from selected countries, 2012-2024",https://www.iea.org/data-and-statistics/charts/coking-coal-exports-from-selected-countries-2012-2024,,,Coal 2019,https://www.iea.org/reports/coal-2019
"Price and installed capacity of Li-ion batteries, 2010-2017",https://www.iea.org/data-and-statistics/charts/price-and-installed-capacity-of-li-ion-batteries-2010-2017,,,Global EV Outlook 2018,https://www.iea.org/reports/global-ev-outlook-2018
"Low-carbon technologies by unit size and average number of installations per year in the Sustainable Development Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/low-carbon-technologies-by-unit-size-and-average-number-of-installations-per-year-in-the-sustainable-development-scenario-2018-2040,,"CCUS = carbon capture, utilisation and storage; CSP = concentrating solar power; SMR = small modular reactor; EV = electric vehicles; OCGT = open-cycle gas turbine; PV = photovoltaics; SDS = Sustainable Development Scenario. Capacities refer to rated maximum energy output. For technologies that do not have output rated in energy terms, energy throughput for the relevant technology component is used.",Accelerating clean energy innovation means tailoring R&D policy to technology scale and risk,https://www.iea.org/articles/accelerating-clean-energy-innovation-means-tailoring-r-and-d-policy-to-technology-scale-and-risk
"Asia's share of global coal power generation, 1990-2019",https://www.iea.org/data-and-statistics/charts/asias-share-of-global-coal-power-generation-1990-2019,,,"Fading fast in the US and Europe, coal still reigns in Asia",https://www.iea.org/commentaries/fading-fast-in-the-us-and-europe-coal-still-reigns-in-asia
Annual total (left) and per capita (right) electricity generation in Asia and the EU28,https://www.iea.org/data-and-statistics/charts/annual-total-left-and-per-capita-right-electricity-generation-in-asia-and-the-eu28,,,"Fading fast in the US and Europe, coal still reigns in Asia",https://www.iea.org/commentaries/fading-fast-in-the-us-and-europe-coal-still-reigns-in-asia
"Annual change in global coal power generation and breakdown, 2001-2019",https://www.iea.org/data-and-statistics/charts/annual-change-in-global-coal-power-generation-and-breakdown-2001-2019,,2019 figures are IEA forecast.,"Fading fast in the US and Europe, coal still reigns in Asia",https://www.iea.org/commentaries/fading-fast-in-the-us-and-europe-coal-still-reigns-in-asia
"Power generation mix of the United States, 2018",https://www.iea.org/data-and-statistics/charts/power-generation-mix-of-the-united-states-2018,,,U.S. regulatory innovation to boost power system flexibility and prepare for ramp up of wind and solar,https://www.iea.org/commentaries/us-regulatory-innovation-to-boost-power-system-flexibility-and-prepare-for-ramp-up-of-wind-and-solar
"Net global solar PV capacity additions, 2016-2018",https://www.iea.org/data-and-statistics/charts/net-global-solar-pv-capacity-additions-2016-2018,,,,
"Onshore wind annual global capacity additions, 2016-2018",https://www.iea.org/data-and-statistics/charts/onshore-wind-annual-global-capacity-additions-2016-2018,,,,
"Hydropower annual capacity additions in selected countries and regions, 2016-2018",https://www.iea.org/data-and-statistics/charts/hydropower-annual-capacity-additions-in-selected-countries-and-regions-2016-2018,,,,
"Shares of renewables and variable renewables in the United States, 2016-2024",https://www.iea.org/data-and-statistics/charts/shares-of-renewables-and-variable-renewables-in-the-united-states-2016-2024,,,U.S. regulatory innovation to boost power system flexibility and prepare for ramp up of wind and solar,https://www.iea.org/commentaries/us-regulatory-innovation-to-boost-power-system-flexibility-and-prepare-for-ramp-up-of-wind-and-solar
"Wind electricity generation in the United States, 2001-2018",https://www.iea.org/data-and-statistics/charts/wind-electricity-generation-in-the-united-states-2001-2018,U.S. Energy Information Administration,,U.S. regulatory innovation to boost power system flexibility and prepare for ramp up of wind and solar,https://www.iea.org/commentaries/us-regulatory-innovation-to-boost-power-system-flexibility-and-prepare-for-ramp-up-of-wind-and-solar
"Global energy-related carbon emissions by scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/global-energy-related-carbon-emissions-by-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Final energy carbon intensity in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/final-energy-carbon-intensity-in-the-stated-policies-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Final energy carbon intensity in the Sustainable Development Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/final-energy-carbon-intensity-in-the-sustainable-development-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Power share in total final consumption in key regions in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/power-share-in-total-final-consumption-in-key-regions-in-the-stated-policies-scenario-2000-2040-2,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Power carbon intensity in key regions in the Sustainable Development Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/power-carbon-intensity-in-key-regions-in-the-sustainable-development-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Annual average primary energy intensity improvement in key regions in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/annual-average-primary-energy-intensity-improvement-in-key-regions-in-the-stated-policies-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy supply investments in the European Union, 2018 and 2025-2030 by scenario",https://www.iea.org/data-and-statistics/charts/energy-supply-investments-in-the-european-union-2018-and-2025-2030-by-scenario,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy-related carbon emissions in key regions in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/energy-related-carbon-emissions-in-key-regions-in-the-stated-policies-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy-related carbon emissions in key regions in the Sustainable Development Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/energy-related-carbon-emissions-in-key-regions-in-the-sustainable-development-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Power carbon intensity in key regions in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/power-carbon-intensity-in-key-regions-in-the-stated-policies-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Power share in total final consumption in key regions in the Sustainable Development Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/power-share-in-total-final-consumption-in-key-regions-in-the-sustainable-development-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Annual average primary energy intensity improvement in key regions in the Sustainable Development Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/annual-average-primary-energy-intensity-improvement-in-key-regions-in-the-sustainable-development-scenario-2000-2040,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
Global energy supply investments 2018 and 2025-2030 by scenario,https://www.iea.org/data-and-statistics/charts/global-energy-supply-investments-2018-and-2025-2030-by-scenario,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy supply investments in China, 2018 and 2025-2030 by scenario",https://www.iea.org/data-and-statistics/charts/energy-supply-investments-in-china-2018-and-2025-2030-by-scenario,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy supply investments in North America, 2018 and 2025-2030 by scenario",https://www.iea.org/data-and-statistics/charts/energy-supply-investments-in-north-america-2018-and-2025-2030-by-scenario,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Energy supply investments in India, 2018 and 2025-2030 by scenario",https://www.iea.org/data-and-statistics/charts/energy-supply-investments-in-india-2018-and-2025-2030-by-scenario,,,Energy Transitions Indicators,https://www.iea.org/articles/energy-transitions-indicators
"Global energy use covered by policies, 2018",https://www.iea.org/data-and-statistics/charts/global-energy-use-covered-by-policies-2018,Adapted from IEA Energy efficiency 2019: https://webstore.iea.org/market-report-series-energy-efficiency-2019.,,,
"Decomposition of IEA member countries energy use, 2009-2018",https://www.iea.org/data-and-statistics/charts/decomposition-of-iea-member-countries-energy-use-2009-2018,"Adapted from Energy efficiency 2019: https://webstore.iea.org/market-report-series-energy-efficiency-2019, based on IEA energy efficiency indicators database: https://www.iea.org/data-and-statistics Excludes non-energy use and freight transport for the United States.",,,
"Summary of global transitions indicators, 2018 and 2040 in the Sustainable Development Scenario",https://www.iea.org/data-and-statistics/charts/summary-of-global-transitions-indicators-2018-and-2040-in-the-sustainable-development-scenario,,,,
"Manufacturing energy consumption by sub-sector in IEA countries, 2018",https://www.iea.org/data-and-statistics/charts/manufacturing-energy-consumption-by-sub-sector-in-iea-countries-2018,,,,
"Estimated savings of final energy use in IEA countries, 2000-2018",https://www.iea.org/data-and-statistics/charts/estimated-savings-of-final-energy-use-in-iea-countries-2000-2018,"Adapted from Energy Efficiency 2019, based on IEA energy efficiency indicators database.",TFC refers to total final consumption. Excludes non-energy use and freight transport for the United States.,,
"Estimated expenditure savings in IEA member countries, 2000-2018",https://www.iea.org/data-and-statistics/charts/estimated-expenditure-savings-in-iea-member-countries-2000-2018,"Adapted from Energy efficiency 2019, based on IEA energy efficiency indicators database. Excludes non-energy use and freight transport for the United States.",,,
"Renewable energy consumption in the transport sector by source and share in the New Policies Scenario, 2007-2040",https://www.iea.org/data-and-statistics/charts/renewable-energy-consumption-in-the-transport-sector-by-source-and-share-in-the-new-policies-scenario-2007-2040,,,World Energy Outlook 2018,https://www.iea.org/reports/world-energy-outlook-2018
"Final investment decisions for coal-fired generation and gas-fired generation, 2010-2018",https://www.iea.org/data-and-statistics/charts/final-investment-decisions-for-coal-fired-generation-and-gas-fired-generation-2010-2018,,,First steps in a reshaping of the energy industry landscape,https://www.iea.org/commentaries/first-steps-in-a-reshaping-of-the-energy-industry-landscape
"Utility-scale renewable capacity growth by remuneration type and region, 2019-2024",https://www.iea.org/data-and-statistics/charts/utility-scale-renewable-capacity-growth-by-remuneration-type-and-region-2019-2024,,,What are the trends for remunerating renewable electricity in the next five years?,https://www.iea.org/articles/what-are-the-trends-for-remunerating-renewable-electricity-in-the-next-five-years
"Global premature deaths attributable to air pollution by scenario, 2019-2050",https://www.iea.org/data-and-statistics/charts/global-premature-deaths-attributable-to-air-pollution-by-scenario-2019-2050,,,,
"Capacity by feedstock used, 2018",https://www.iea.org/data-and-statistics/charts/capacity-by-feedstock-used-2018,,Note: Feedstock graph refers to plants currently operational or in development as of June 2019. “RoW” = rest of world. Tall oil is a by-product of the pulp and paper industry. “MSW” = municipal solid waste.,Renewables 2019,https://www.iea.org/reports/renewables-2019
"Energy intensity of passenger transport modes, 2018",https://www.iea.org/data-and-statistics/charts/energy-intensity-of-passenger-transport-modes-2018,,,,
"Changes in coal-fired power generation capacity by region, 2018",https://www.iea.org/data-and-statistics/charts/changes-in-coal-fired-power-generation-capacity-by-region-2018,,,,
"Renewable electricity generation by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/renewable-electricity-generation-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Final energy consumption and fuel shares in the Sustainable Development Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/final-energy-consumption-and-fuel-shares-in-the-sustainable-development-scenario-2010-2030,,Industrial final energy consumption on this page encompasses industry process energy (including for blast furnaces and coke ovens listed in the transformation and energy industry own-use sections in the IEA energy balances) and feedstocks (listed under non-energy use in the IEA energy balance).,,
"Growth in renewable electricity generation in selected regions, 2017-2018",https://www.iea.org/data-and-statistics/charts/growth-in-renewable-electricity-generation-in-selected-regions-2017-2018,,,Global Energy & CO2 Status Report 2019,https://www.iea.org/reports/global-energy-co2-status-report-2019
"Average annual change in primary energy intensity in selected regions, 2010-2018",https://www.iea.org/data-and-statistics/charts/average-annual-change-in-primary-energy-intensity-in-selected-regions-2010-2018,,,Global Energy & CO2 Status Report 2019,https://www.iea.org/reports/global-energy-co2-status-report-2019
"Share of global upstream oil and gas investment by asset type, 2016-2019",https://www.iea.org/data-and-statistics/charts/share-of-global-upstream-oil-and-gas-investment-by-asset-type-2016-2019,,,First steps in a reshaping of the energy industry landscape,https://www.iea.org/commentaries/first-steps-in-a-reshaping-of-the-energy-industry-landscape
"Energy savings by sector in Brazil, EWS vs. NPS",https://www.iea.org/data-and-statistics/charts/energy-savings-by-sector-in-brazil-ews-vs-nps,,EWS = Efficienct World Scenario. NPS = WEO New Policies Scenario.,,
"Share of population without access to electricity or water in rural areas in selected countries, 2018",https://www.iea.org/data-and-statistics/charts/share-of-population-without-access-to-electricity-or-water-in-rural-areas-in-selected-countries-2018,"Sources: IEA analysis, WHO/UNICEF JMP",,Thinking about energy and water together can help ensure that “no one is left behind”,https://www.iea.org/commentaries/thinking-about-energy-and-water-together-can-help-ensure-that-no-one-is-left-behind
Net-zero carbon or GHG emissions reduction announcements,https://www.iea.org/data-and-statistics/charts/net-zero-carbon-or-ghg-emissions-reduction-announcements,,,Understanding the World Energy Outlook scenarios,https://www.iea.org/commentaries/understanding-the-world-energy-outlook-scenarios
CO2 emissions to 2100 by scenario,https://www.iea.org/data-and-statistics/charts/co2-emissions-to-2100-by-scenario,,,What would it take to limit the global temperature rise to 1.5°C?,https://www.iea.org/commentaries/what-would-it-take-to-limit-the-global-temperature-rise-to-15c
"Mobile phone ownership and electricity access in selected sub-Saharan African countries, 2015-2016",https://www.iea.org/data-and-statistics/charts/mobile-phone-ownership-and-electricity-access-in-selected-sub-saharan-african-countries-2015-2016,,,Digitalisation and Energy,https://www.iea.org/reports/digitalisation-and-energy
"Age demographics in key producing countries, 2017",https://www.iea.org/data-and-statistics/charts/age-demographics-in-key-producing-countries-2017,,,,
"CO2 emissions reductions resulting from material demand reductions for steel, cement and aluminium, 2018-2030",https://www.iea.org/data-and-statistics/charts/co2-emissions-reductions-resulting-from-material-demand-reductions-for-steel-cement-and-aluminium-2018-2030,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"CO2 emissions reductions resulting from material demand reductions for steel, cement and aluminium, 2018-2040",https://www.iea.org/data-and-statistics/charts/co2-emissions-reductions-resulting-from-material-demand-reductions-for-steel-cement-and-aluminium-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Evolution of natural gas spot market prices, 2014-2019",https://www.iea.org/data-and-statistics/charts/evolution-of-natural-gas-spot-market-prices-2014-2019,,,Gas 2019,https://www.iea.org/reports/gas-2019
Renewable capacity growth between 2019 and 2024 by technology,https://www.iea.org/data-and-statistics/charts/renewable-capacity-growth-between-2019-and-2024-by-technology,,,Renewables 2019,https://www.iea.org/reports/renewables-2019
"Share of final energy use covered by mandatory efficiency policies, 2010-2018",https://www.iea.org/data-and-statistics/charts/share-of-final-energy-use-covered-by-mandatory-efficiency-policies-2010-2018,,,Energy Efficiency 2019,https://www.iea.org/reports/energy-efficiency-2019
"Percentage of oil import reduction due to efficiency gains in selected countries, 2000-2018",https://www.iea.org/data-and-statistics/charts/percentage-of-oil-import-reduction-due-to-efficiency-gains-in-selected-countries-2000-2018,,,Energy Efficiency 2019,https://www.iea.org/reports/energy-efficiency-2019
"Share of OPEC plus Russia in global oil production in the Stated Policies Scenario, 2005-2030",https://www.iea.org/data-and-statistics/charts/share-of-opec-plus-russia-in-global-oil-production-in-the-stated-policies-scenario-2005-2030,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Passenger car sales in the Stated Policies Scenario, 2016-2040",https://www.iea.org/data-and-statistics/charts/passenger-car-sales-in-the-stated-policies-scenario-2016-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Gas demand by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/gas-demand-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Gas production by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/gas-production-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Use of associated gas in selected countries, 2018",https://www.iea.org/data-and-statistics/charts/use-of-associated-gas-in-selected-countries-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Indirect CO2 and methane emissions, and emissions intensities for the ten-largest coal producing countries, 2018",https://www.iea.org/data-and-statistics/charts/indirect-co2-and-methane-emissions-and-emissions-intensities-for-the-ten-largest-coal-producing-countries-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Global biogas demand in the Sustainable Development Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/global-biogas-demand-in-the-sustainable-development-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"CO2 emissions reductions by measure in the Sustainable Development Scenario relative to the Stated Policies Scenario, 2010-2050",https://www.iea.org/data-and-statistics/charts/co2-emissions-reductions-by-measure-in-the-sustainable-development-scenario-relative-to-the-stated-policies-scenario-2010-2050,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Average CO2 emissions intensity of hourly electricity supply in the European Union, 2018, and by scenario, 2040",https://www.iea.org/data-and-statistics/charts/average-co2-emissions-intensity-of-hourly-electricity-supply-in-the-european-union-2018-and-by-scenario-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Renewables generation for selected regions, 2018-2040",https://www.iea.org/data-and-statistics/charts/renewables-generation-for-selected-regions-2018-2040,,,,
Solutions to provide full access to electricity by 2030,https://www.iea.org/data-and-statistics/charts/solutions-to-provide-full-access-to-electricity-by-2030,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
Clean cooking fuels and technologies in 2030,https://www.iea.org/data-and-statistics/charts/clean-cooking-fuels-and-technologies-in-2030,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Change in final energy consumption by sector, 2000-2018, and by scenario to 2040",https://www.iea.org/data-and-statistics/charts/change-in-final-energy-consumption-by-sector-2000-2018-and-by-scenario-to-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Change in gas supply balance by region in the Stated Policies Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/change-in-gas-supply-balance-by-region-in-the-stated-policies-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Offshore wind technical potential and electricity demand in selected countries, 2018",https://www.iea.org/data-and-statistics/charts/offshore-wind-technical-potential-and-electricity-demand-in-selected-countries-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Coal-fired capacity, existing and under construction: 2250 GW, 2018",https://www.iea.org/data-and-statistics/charts/coal-fired-capacity-existing-and-under-construction-2250-gw-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"GDP in Africa per scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/gdp-in-africa-per-scenario-2018-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Ethiopia primary energy demand and GDP in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/ethiopia-primary-energy-demand-and-gdp-in-the-stated-policies-scenario-2010-2040,,,Ethiopia Energy Outlook,https://www.iea.org/articles/ethiopia-energy-outlook
"South Africa gas demand and production, 2010-2040",https://www.iea.org/data-and-statistics/charts/south-africa-gas-demand-and-production-2010-2040,,,South Africa Energy Outlook,https://www.iea.org/articles/south-africa-energy-outlook
"Investment cost ranges for liquefaction capacity and long-run marginal costs in the Stated Policies Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/investment-cost-ranges-for-liquefaction-capacity-and-long-run-marginal-costs-in-the-stated-policies-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Biomethane consumption by region and scenario, 2025-2040",https://www.iea.org/data-and-statistics/charts/biomethane-consumption-by-region-and-scenario-2025-2040,,,Special Focus on Gas Infrastructure,https://www.iea.org/articles/special-focus-on-gas-infrastructure
"Electricity demand by sector and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-demand-by-sector-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Global electricity demand by region in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/global-electricity-demand-by-region-in-the-stated-policies-scenario-2000-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Installed power generation capacity by source in the Stated Policies Scenario, 2000-2040",https://www.iea.org/data-and-statistics/charts/installed-power-generation-capacity-by-source-in-the-stated-policies-scenario-2000-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Global annual average power sector investment, historical and by scenario, 2019-2040",https://www.iea.org/data-and-statistics/charts/global-annual-average-power-sector-investment-historical-and-by-scenario-2019-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Renewables share in capacity additions by region in the Stated Policies and Sustainable Development scenarios, 2019-2040",https://www.iea.org/data-and-statistics/charts/renewables-share-in-capacity-additions-by-region-in-the-stated-policies-and-sustainable-development-scenarios-2019-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Intensity of GDP by region, Stated Policies Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/intensity-of-gdp-by-region-stated-policies-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Intensity of GDP by region, Sustainable Development Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/intensity-of-gdp-by-region-sustainable-development-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Average CO2 emissions intensity of hourly electricity supply in India, 2018, and by scenario, 2040",https://www.iea.org/data-and-statistics/charts/average-co2-emissions-intensity-of-hourly-electricity-supply-in-india-2018-and-by-scenario-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Global sustainable technical potential of biomethane, 2018",https://www.iea.org/data-and-statistics/charts/global-sustainable-technical-potential-of-biomethane-2018,,,Special Focus on Gas Infrastructure,https://www.iea.org/articles/special-focus-on-gas-infrastructure
