category,title,url,embedding,subtitle
Research & Development,Cumulative RCTs published in high-ranked medical journals,https://ourworldindata.org/grapher/total-number-of-rcts-published-in-high-ranked-medical-journals,"<iframe src=""https://ourworldindata.org/grapher/total-number-of-rcts-published-in-high-ranked-medical-journals?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,International finance received for clean energy,https://ourworldindata.org/grapher/international-finance-clean-energy,"<iframe src=""https://ourworldindata.org/grapher/international-finance-clean-energy?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Invention patents granted annually in the United States since 1790,https://ourworldindata.org/grapher/annual-patents-invention-united-states-1790,"<iframe src=""https://ourworldindata.org/grapher/annual-patents-invention-united-states-1790?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Invention patents granted annually in the United States since 1840,https://ourworldindata.org/grapher/patents-usa-by-category,"<iframe src=""https://ourworldindata.org/grapher/patents-usa-by-category?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Level of implementation of sustainable procurement policies and plans,https://ourworldindata.org/grapher/medium-high-level-implementation-of-sustainable-public-procurement,"<iframe src=""https://ourworldindata.org/grapher/medium-high-level-implementation-of-sustainable-public-procurement?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Number of R&D researchers per million people,https://ourworldindata.org/grapher/researchers-in-rd-per-million-people,"<iframe src=""https://ourworldindata.org/grapher/researchers-in-rd-per-million-people?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Ocean science and research funding,https://ourworldindata.org/grapher/ocean-research-funding,"<iframe src=""https://ourworldindata.org/grapher/ocean-research-funding?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,R&D researchers per million people vs. GDP per capita,https://ourworldindata.org/grapher/researchers-in-rd-per-million-people-vs-gdp-pc,"<iframe src=""https://ourworldindata.org/grapher/researchers-in-rd-per-million-people-vs-gdp-pc?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Research & development spending as a share of GDP,https://ourworldindata.org/grapher/research-spending-gdp,"<iframe src=""https://ourworldindata.org/grapher/research-spending-gdp?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Share of clinical trials that report results within a year,https://ourworldindata.org/grapher/share-of-clinical-trials-that-report-results-in-time-by-country,"<iframe src=""https://ourworldindata.org/grapher/share-of-clinical-trials-that-report-results-in-time-by-country?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Research & Development,Share of government expenditure going to interest payments,https://ourworldindata.org/grapher/share-of-government-expenditure-going-to-interest-payments,"<iframe src=""https://ourworldindata.org/grapher/share-of-government-expenditure-going-to-interest-payments?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Asthma prevalence,https://ourworldindata.org/grapher/asthma-prevalence,"<iframe src=""https://ourworldindata.org/grapher/asthma-prevalence?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Child mortality from respiratory infections vs. access to clean fuels for cooking,https://ourworldindata.org/grapher/child-mortality-respiratory-infections-vs-clean-fuels,"<iframe src=""https://ourworldindata.org/grapher/child-mortality-respiratory-infections-vs-clean-fuels?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Child mortality from respiratory infections vs. share taken to a healthcare provider,https://ourworldindata.org/grapher/child-mortality-from-ari-vs-treatment,"<iframe src=""https://ourworldindata.org/grapher/child-mortality-from-ari-vs-treatment?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Chronic respiratory disease deaths by age,https://ourworldindata.org/grapher/respiratory-disease-deaths-by-age,"<iframe src=""https://ourworldindata.org/grapher/respiratory-disease-deaths-by-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Deaths from chronic respiratory diseases,https://ourworldindata.org/grapher/deaths-from-respiratory-disease,"<iframe src=""https://ourworldindata.org/grapher/deaths-from-respiratory-disease?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Share of children with a respiratory infection taken to a healthcare provider,https://ourworldindata.org/grapher/children-treated-ari,"<iframe src=""https://ourworldindata.org/grapher/children-treated-ari?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Respiratory Diseases,Share of children with symptoms of pneumonia who are taken to a health provider,https://ourworldindata.org/grapher/pneumonia-careseeking,"<iframe src=""https://ourworldindata.org/grapher/pneumonia-careseeking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Returns to Education,Labor cost ratio and attainment levels,https://ourworldindata.org/grapher/labor-cost-ratio-and-attainment-levels-2009-or-latest-available-year,"<iframe src=""https://ourworldindata.org/grapher/labor-cost-ratio-and-attainment-levels-2009-or-latest-available-year?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Returns to Education,Wage of craftsmen relative to that of laborers in England,https://ourworldindata.org/grapher/wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000,"<iframe src=""https://ourworldindata.org/grapher/wage-of-craftsmen-relative-to-that-of-laborers-in-england-1200-2000?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Rights of Marginalized Ethnic Groups,Equality of civil liberties across social groups index,https://ourworldindata.org/grapher/equality-of-civil-liberties-across-social-groups-index,"<iframe src=""https://ourworldindata.org/grapher/equality-of-civil-liberties-across-social-groups-index?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Rights of Marginalized Ethnic Groups,Equality of civil liberties across social groups index,https://ourworldindata.org/grapher/equality-of-civil-liberties-across-social-groups-index-population-weighted,"<iframe src=""https://ourworldindata.org/grapher/equality-of-civil-liberties-across-social-groups-index-population-weighted?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Rights of Marginalized Ethnic Groups,Equality of political power across social groups index,https://ourworldindata.org/grapher/equality-of-political-power-across-social-groups-index,"<iframe src=""https://ourworldindata.org/grapher/equality-of-political-power-across-social-groups-index?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Rights of Marginalized Ethnic Groups,Equality of political power across social groups index,https://ourworldindata.org/grapher/equality-of-political-power-across-social-groups-index-population-weighted,"<iframe src=""https://ourworldindata.org/grapher/equality-of-political-power-across-social-groups-index-population-weighted?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Gender parity in net enrolment rates in lower-secondary education,https://ourworldindata.org/grapher/secondary-net-enrollment-gpi,"<iframe src=""https://ourworldindata.org/grapher/secondary-net-enrollment-gpi?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,"Lower-secondary completion rate, adjusted gender parity index",https://ourworldindata.org/grapher/lower-secondary-completion-rate-adjusted-gender-parity-index,"<iframe src=""https://ourworldindata.org/grapher/lower-secondary-completion-rate-adjusted-gender-parity-index?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Net enrolment rate of boys vs. girls in pre-primary education,https://ourworldindata.org/grapher/net-enrollment-pre-primary-boys-vs-girls,"<iframe src=""https://ourworldindata.org/grapher/net-enrollment-pre-primary-boys-vs-girls?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,"Net enrolment rate, pre-primary, both sexes",https://ourworldindata.org/grapher/net-enrollment-rate-pre-primary,"<iframe src=""https://ourworldindata.org/grapher/net-enrollment-rate-pre-primary?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Percentage of teachers in upper-secondary education who are qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-upper-secondary-education-who-are-qualified,"<iframe src=""https://ourworldindata.org/grapher/percentage-of-teachers-in-upper-secondary-education-who-are-qualified?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Proportion of children aged 3-5 years who are developmentally on track,https://ourworldindata.org/grapher/proportion-of-children-developmentally-on-track,"<iframe src=""https://ourworldindata.org/grapher/proportion-of-children-developmentally-on-track?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Proportion of male vs. female youth and adults with ICT skills in using presentation software,https://ourworldindata.org/grapher/proportion-with-ict-skills-by-sex,"<iframe src=""https://ourworldindata.org/grapher/proportion-with-ict-skills-by-sex?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of primary schools with access to the Internet for teaching,https://ourworldindata.org/grapher/primary-schools-with-access-to-internet,"<iframe src=""https://ourworldindata.org/grapher/primary-schools-with-access-to-internet?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of schools with access to basic drinking water,https://ourworldindata.org/grapher/schools-access-drinking-water,"<iframe src=""https://ourworldindata.org/grapher/schools-access-drinking-water?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of schools with access to basic handwashing facilities,https://ourworldindata.org/grapher/schools-access-to-wash,"<iframe src=""https://ourworldindata.org/grapher/schools-access-to-wash?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of schools with access to electricity,https://ourworldindata.org/grapher/schools-access-to-electricity,"<iframe src=""https://ourworldindata.org/grapher/schools-access-to-electricity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of schools with access to computers for teaching,https://ourworldindata.org/grapher/schools-access-computers,"<iframe src=""https://ourworldindata.org/grapher/schools-access-computers?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of schools with access to single-sex basic sanitation,https://ourworldindata.org/grapher/share-of-schools-with-access-to-single-sex-basic-sanitation,"<iframe src=""https://ourworldindata.org/grapher/share-of-schools-with-access-to-single-sex-basic-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
SDG Tracker,Share of students in early primary education achieving minimum reading proficiency,https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-reading-proficiency,"<iframe src=""https://ourworldindata.org/grapher/share-of-students-in-early-primary-education-achieving-minimum-reading-proficiency?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,"Death rate attributable to unsafe water, sanitation, and hygiene",https://ourworldindata.org/grapher/mortality-rate-attributable-to-wash,"<iframe src=""https://ourworldindata.org/grapher/mortality-rate-attributable-to-wash?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Death rate from unsafe sanitation,https://ourworldindata.org/grapher/death-rate-from-unsafe-sanitation,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-unsafe-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Deaths attributed to unsafe sanitation,https://ourworldindata.org/grapher/deaths-due-to-unsafe-sanitation,"<iframe src=""https://ourworldindata.org/grapher/deaths-due-to-unsafe-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Deaths attributed to unsafe water sources,https://ourworldindata.org/grapher/deaths-due-to-unsafe-water-sources,"<iframe src=""https://ourworldindata.org/grapher/deaths-due-to-unsafe-water-sources?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Has country already reached SDG target for usage of improved sanitation facilities?,https://ourworldindata.org/grapher/sdg-target-for-access-to-sanitation,"<iframe src=""https://ourworldindata.org/grapher/sdg-target-for-access-to-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Open defecation in rural areas vs. urban areas,https://ourworldindata.org/grapher/open-defecation-in-rural-areas-vs-urban-areas,"<iframe src=""https://ourworldindata.org/grapher/open-defecation-in-rural-areas-vs-urban-areas?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,People in rural areas not using improved sanitation facilities,https://ourworldindata.org/grapher/rural-without-improved-sanitation,"<iframe src=""https://ourworldindata.org/grapher/rural-without-improved-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,People not using improved sanitation facilities,https://ourworldindata.org/grapher/number-without-access-to-improved-sanitation,"<iframe src=""https://ourworldindata.org/grapher/number-without-access-to-improved-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,People not using to safely managed sanitation,https://ourworldindata.org/grapher/safe-sanitation-without,"<iframe src=""https://ourworldindata.org/grapher/safe-sanitation-without?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Rate of deaths attributed to no access to handwashing facilities,https://ourworldindata.org/grapher/death-rates-from-no-access-to-handwashing-facilities,"<iframe src=""https://ourworldindata.org/grapher/death-rates-from-no-access-to-handwashing-facilities?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Rate of deaths attributed to unsafe sanitation,https://ourworldindata.org/grapher/death-rate-from-unsafe-sanitation-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-unsafe-sanitation-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Sanitation facilities usage,https://ourworldindata.org/grapher/sanitation-facilities-coverage,"<iframe src=""https://ourworldindata.org/grapher/sanitation-facilities-coverage?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Sanitation facilities usage in rural areas,https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-rural-areas,"<iframe src=""https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-rural-areas?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Sanitation facilities usage in urban areas,https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-urban-areas,"<iframe src=""https://ourworldindata.org/grapher/sanitation-facilities-coverage-in-urban-areas?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of deaths attributed to unsafe sanitation,https://ourworldindata.org/grapher/share-deaths-unsafe-sanitation,"<iframe src=""https://ourworldindata.org/grapher/share-deaths-unsafe-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of people practicing open defecation,https://ourworldindata.org/grapher/people-practicing-open-defecation-of-population,"<iframe src=""https://ourworldindata.org/grapher/people-practicing-open-defecation-of-population?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of population with improved sanitation vs. GDP per capita,https://ourworldindata.org/grapher/improved-sanitation-facilities-vs-gdp-per-capita,"<iframe src=""https://ourworldindata.org/grapher/improved-sanitation-facilities-vs-gdp-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of schools with access to single-sex basic sanitation,https://ourworldindata.org/grapher/share-of-schools-with-access-to-single-sex-basic-sanitation,"<iframe src=""https://ourworldindata.org/grapher/share-of-schools-with-access-to-single-sex-basic-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of the population not using improved sanitation,https://ourworldindata.org/grapher/share-without-improved-sanitation,"<iframe src=""https://ourworldindata.org/grapher/share-without-improved-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of the population using at least basic sanitation services,https://ourworldindata.org/grapher/share-of-population-with-improved-sanitation-faciltities,"<iframe src=""https://ourworldindata.org/grapher/share-of-population-with-improved-sanitation-faciltities?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of the population using safely managed sanitation facilities,https://ourworldindata.org/grapher/share-using-safely-managed-sanitation,"<iframe src=""https://ourworldindata.org/grapher/share-using-safely-managed-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of the population using sanitation facilities,https://ourworldindata.org/grapher/share-of-the-population-with-access-to-sanitation-facilities,"<iframe src=""https://ourworldindata.org/grapher/share-of-the-population-with-access-to-sanitation-facilities?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of the rural population using at least basic sanitation services,https://ourworldindata.org/grapher/share-of-rural-population-with-improved-sanitation-faciltities,"<iframe src=""https://ourworldindata.org/grapher/share-of-rural-population-with-improved-sanitation-faciltities?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of urban population using at least basic sanitation services,https://ourworldindata.org/grapher/share-of-urban-population-with-improved-sanitation-facilities,"<iframe src=""https://ourworldindata.org/grapher/share-of-urban-population-with-improved-sanitation-facilities?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of urban vs. rural population using at least basic sanitation,https://ourworldindata.org/grapher/urban-vs-rural-population-using-at-least-basic-sanitation,"<iframe src=""https://ourworldindata.org/grapher/urban-vs-rural-population-using-at-least-basic-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Share of urban vs. rural population using safely managed sanitation facilities,https://ourworldindata.org/grapher/urban-vs-rural-population-safely-managed-sanitation,"<iframe src=""https://ourworldindata.org/grapher/urban-vs-rural-population-safely-managed-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,"Total official financial flows for water supply and sanitation, by recipient",https://ourworldindata.org/grapher/total-oda-for-water-supply-and-sanitation-by-recipient,"<iframe src=""https://ourworldindata.org/grapher/total-oda-for-water-supply-and-sanitation-by-recipient?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Sanitation,Usage of at least basic sanitation facilities,https://ourworldindata.org/grapher/number-using-at-least-basic-sanitation,"<iframe src=""https://ourworldindata.org/grapher/number-using-at-least-basic-sanitation?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Science & Research,Annual attendance at major artificial intelligence conferences,https://ourworldindata.org/grapher/attendance-major-artificial-intelligence-conferences,"<iframe src=""https://ourworldindata.org/grapher/attendance-major-artificial-intelligence-conferences?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Science & Research,Annual scholarly publications on artificial intelligence,https://ourworldindata.org/grapher/annual-scholarly-publications-on-artificial-intelligence,"<iframe src=""https://ourworldindata.org/grapher/annual-scholarly-publications-on-artificial-intelligence?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Science & Research,Share of people who trust science,https://ourworldindata.org/grapher/share-people-trust-science,"<iframe src=""https://ourworldindata.org/grapher/share-people-trust-science?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Number of reported smallpox cases,https://ourworldindata.org/grapher/number-of-reported-smallpox-cases,"<iframe src=""https://ourworldindata.org/grapher/number-of-reported-smallpox-cases?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Number of reported smallpox cases by world region,https://ourworldindata.org/grapher/reported-number-of-smallpox-infections-by-world-region,"<iframe src=""https://ourworldindata.org/grapher/reported-number-of-smallpox-infections-by-world-region?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Smallpox cases reported worldwide,https://ourworldindata.org/grapher/global-smallpox-cases,"<iframe src=""https://ourworldindata.org/grapher/global-smallpox-cases?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Smallpox death rate,https://ourworldindata.org/grapher/deaths-from-smallpox-per-1000-population,"<iframe src=""https://ourworldindata.org/grapher/deaths-from-smallpox-per-1000-population?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Smallpox death rate versus life expectancy in Sweden,https://ourworldindata.org/grapher/sweden-life-expectancy-smallpox-deaths,"<iframe src=""https://ourworldindata.org/grapher/sweden-life-expectancy-smallpox-deaths?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Smallpox deaths as a share of all deaths in London,https://ourworldindata.org/grapher/deaths-from-smallpox-in-london,"<iframe src=""https://ourworldindata.org/grapher/deaths-from-smallpox-in-london?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,Smallpox: when was it eliminated in each country?,https://ourworldindata.org/grapher/decade-in-which-smallpox-ceased-to-be-endemic-by-country,"<iframe src=""https://ourworldindata.org/grapher/decade-in-which-smallpox-ceased-to-be-endemic-by-country?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smallpox,The discrepancy between the reported and revised numbers of global smallpox cases,https://ourworldindata.org/grapher/the-discrepancy-between-the-reported-and-actual-number-of-global-smallpox-cases,"<iframe src=""https://ourworldindata.org/grapher/the-discrepancy-between-the-reported-and-actual-number-of-global-smallpox-cases?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Affordability of cigarettes,https://ourworldindata.org/grapher/affordability-cigarettes,"<iframe src=""https://ourworldindata.org/grapher/affordability-cigarettes?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Consumption shares in non-essential products,https://ourworldindata.org/grapher/country-consumption-shares-in-non-essential-products,"<iframe src=""https://ourworldindata.org/grapher/country-consumption-shares-in-non-essential-products?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Consumption shares in selected non-essential products,https://ourworldindata.org/grapher/consumption-shares-in-selected-non-essential-products,"<iframe src=""https://ourworldindata.org/grapher/consumption-shares-in-selected-non-essential-products?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Daily cigarette consumption per smoker,https://ourworldindata.org/grapher/consumption-per-smoker-per-day,"<iframe src=""https://ourworldindata.org/grapher/consumption-per-smoker-per-day?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Death rate from secondhand smoke,https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Death rate from secondhand smoke,https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke-gbd,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-secondhand-smoke-gbd?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Death rate from smoking,https://ourworldindata.org/grapher/death-rate-smoking,"<iframe src=""https://ourworldindata.org/grapher/death-rate-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Death rate from smoking,https://ourworldindata.org/grapher/death-rate-from-smoking,"<iframe src=""https://ourworldindata.org/grapher/death-rate-from-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Death rate from smoking by age,https://ourworldindata.org/grapher/death-rates-smoking-age,"<iframe src=""https://ourworldindata.org/grapher/death-rates-smoking-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Deaths from secondhand smoke,https://ourworldindata.org/grapher/deaths-from-secondhand-smoke,"<iframe src=""https://ourworldindata.org/grapher/deaths-from-secondhand-smoke?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
